Season,wOBA,Name,Team,PA,playerid
2009,0.356,Carlos Lee,Astros,662,243
2003,0.354,Carlos Lee,White Sox,671,243
2005,0.343,Carlos Lee,Brewers,688,243
2011,0.341,Carlos Lee,Astros,653,243
2001,0.337,Carlos Lee,White Sox,605,243
1999,0.333,Carlos Lee,White Sox,518,243
2010,0.310,Carlos Lee,Astros,649,243
2012,0.307,Carlos Lee,- - -,615,243
1972,0.380,Carlos May,White Sox,615,1008291
1971,0.355,Carlos May,White Sox,574,1008291
1970,0.353,Carlos May,White Sox,643,1008291
1975,0.342,Carlos May,White Sox,534,1008291
1973,0.337,Carlos May,White Sox,617,1008291
1974,0.296,Carlos May,White Sox,604,1008291
2007,0.431,Carlos Pena,Devil Rays,612,934
2009,0.377,Carlos Pena,Rays,570,934
2008,0.376,Carlos Pena,Rays,607,934
2011,0.356,Carlos Pena,Cubs,606,934
2004,0.347,Carlos Pena,Tigers,562,934
2003,0.336,Carlos Pena,Tigers,516,934
2010,0.325,Carlos Pena,Rays,582,934
2012,0.309,Carlos Pena,Rays,600,934
2008,0.415,Carlos Quentin,White Sox,569,6274
2010,0.358,Carlos Quentin,White Sox,527,6274
1991,0.357,Carlos Quintana,Red Sox,550,1010616
1990,0.337,Carlos Quintana,Red Sox,572,1010616
2016,0.370,Carlos Santana,Indians,688,2396
2013,0.364,Carlos Santana,Indians,642,2396
2014,0.353,Carlos Santana,Indians,660,2396
2011,0.351,Carlos Santana,Indians,658,2396
2017,0.350,Carlos Santana,Indians,667,2396
2012,0.344,Carlos Santana,Indians,609,2396
2018,0.333,Carlos Santana,Phillies,679,2396
2015,0.331,Carlos Santana,Indians,666,2396
1972,0.407,Carlton Fisk,Red Sox,514,1004101
1977,0.403,Carlton Fisk,Red Sox,632,1004101
1983,0.384,Carlton Fisk,White Sox,545,1004101
1978,0.375,Carlton Fisk,Red Sox,658,1004101
1990,0.371,Carlton Fisk,White Sox,521,1004101
1980,0.363,Carlton Fisk,Red Sox,530,1004101
1985,0.348,Carlton Fisk,White Sox,620,1004101
1976,0.346,Carlton Fisk,Red Sox,557,1004101
1973,0.337,Carlton Fisk,Red Sox,558,1004101
1987,0.333,Carlton Fisk,White Sox,508,1004101
1981,0.331,Carlton Fisk,White Sox,394,1004101
1982,0.329,Carlton Fisk,White Sox,536,1004101
1985,0.355,Carmelo Martinez,Padres,610,1008157
1987,0.353,Carmelo Martinez,Padres,525,1008157
1984,0.331,Carmelo Martinez,Padres,570,1008157
1981,0.376,Carney Lansford,Red Sox,438,1007331
1989,0.366,Carney Lansford,Athletics,616,1007331
1982,0.356,Carney Lansford,Red Sox,539,1007331
1987,0.355,Carney Lansford,Athletics,631,1007331
1984,0.345,Carney Lansford,Athletics,651,1007331
1979,0.339,Carney Lansford,Angels,712,1007331
1986,0.334,Carney Lansford,Athletics,640,1007331
1992,0.317,Carney Lansford,Athletics,561,1007331
1980,0.315,Carney Lansford,Angels,670,1007331
1988,0.310,Carney Lansford,Athletics,607,1007331
1990,0.300,Carney Lansford,Athletics,564,1007331
1922,0.404,Carson Bigbee,Pirates,691,1000956
1921,0.364,Carson Bigbee,Pirates,684,1000956
1920,0.345,Carson Bigbee,Pirates,607,1000956
1923,0.341,Carson Bigbee,Pirates,555,1000956
1919,0.319,Carson Bigbee,Pirates,525,1000956
1917,0.291,Carson Bigbee,Pirates,530,1000956
2004,0.361,Casey Blake,Indians,668,719
2009,0.357,Casey Blake,Dodgers,565,719
2008,0.347,Casey Blake,- - -,601,719
2007,0.339,Casey Blake,Indians,662,719
2005,0.321,Casey Blake,Indians,583,719
2010,0.321,Casey Blake,Dodgers,571,719
2003,0.314,Casey Blake,Indians,621,719
1991,0.304,Casey Candaele,Astros,505,1001908
2007,0.367,Casey Kotchman,Angels,508,1930
2011,0.354,Casey Kotchman,Rays,563,1930
2008,0.323,Casey Kotchman,- - -,573,1930
2010,0.347,Casey McGehee,Brewers,670,6086
2014,0.319,Casey McGehee,Marlins,691,6086
2011,0.275,Casey McGehee,Brewers,600,6086
1914,0.400,Casey Stengel,Robins,483,1012481
1920,0.371,Casey Stengel,Phillies,504,1012481
1916,0.362,Casey Stengel,Robins,511,1012481
1913,0.361,Casey Stengel,Superbas,502,1012481
1917,0.347,Casey Stengel,Robins,622,1012481
1924,0.344,Casey Stengel,Braves,518,1012481
1915,0.313,Casey Stengel,Robins,510,1012481
1949,0.397,Cass Michaels,White Sox,672,1008836
1950,0.338,Cass Michaels,- - -,606,1008836
1948,0.325,Cass Michaels,White Sox,558,1008836
1952,0.324,Cass Michaels,- - -,511,1008836
1951,0.324,Cass Michaels,Senators,549,1008836
1945,0.295,Cass Michaels,White Sox,499,1008836
1944,0.339,Catfish Metkovich,Red Sox,587,1008809
1945,0.327,Catfish Metkovich,Red Sox,598,1008809
1947,0.310,Catfish Metkovich,Indians,515,1008809
1980,0.403,Cecil Cooper,Brewers,678,1002592
1981,0.385,Cecil Cooper,Brewers,453,1002592
1982,0.378,Cecil Cooper,Brewers,696,1002592
1979,0.378,Cecil Cooper,Brewers,660,1002592
1983,0.370,Cecil Cooper,Brewers,710,1002592
1977,0.343,Cecil Cooper,Brewers,679,1002592
1985,0.339,Cecil Cooper,Brewers,674,1002592
1984,0.308,Cecil Cooper,Brewers,635,1002592
1986,0.305,Cecil Cooper,Brewers,589,1002592
1989,0.294,Cecil Espy,Rangers,527,1003832
1990,0.419,Cecil Fielder,Tigers,673,1004026
1991,0.375,Cecil Fielder,Tigers,712,1004026
1993,0.363,Cecil Fielder,Tigers,672,1004026
1994,0.358,Cecil Fielder,Tigers,481,1004026
1996,0.356,Cecil Fielder,- - -,688,1004026
1995,0.354,Cecil Fielder,Tigers,578,1004026
1992,0.348,Cecil Fielder,Tigers,676,1004026
1941,0.426,Cecil Travis,Senators,663,1013162
1938,0.388,Cecil Travis,Senators,642,1013162
1937,0.385,Cecil Travis,Senators,578,1013162
1940,0.377,Cecil Travis,Senators,584,1013162
1936,0.368,Cecil Travis,Senators,561,1013162
1935,0.362,Cecil Travis,Senators,590,1013162
1939,0.344,Cecil Travis,Senators,522,1013162
1946,0.309,Cecil Travis,Senators,519,1013162
1972,0.413,Cesar Cedeno,Astros,625,1002100
1973,0.404,Cesar Cedeno,Astros,576,1002100
1980,0.378,Cesar Cedeno,Astros,569,1002100
1976,0.368,Cesar Cedeno,Astros,635,1002100
1975,0.366,Cesar Cedeno,Astros,576,1002100
1974,0.360,Cesar Cedeno,Astros,688,1002100
1977,0.349,Cesar Cedeno,Astros,598,1002100
1982,0.340,Cesar Cedeno,Reds,543,1002100
1979,0.323,Cesar Cedeno,Astros,549,1002100
1971,0.308,Cesar Cedeno,Astros,649,1002100
1976,0.360,Cesar Geronimo,Reds,555,1004639
1974,0.333,Cesar Geronimo,Reds,530,1004639
1975,0.315,Cesar Geronimo,Reds,557,1004639
1977,0.309,Cesar Geronimo,Reds,538,1004639
2017,0.346,Cesar Hernandez,Phillies,577,10556
2016,0.335,Cesar Hernandez,Phillies,622,10556
2018,0.320,Cesar Hernandez,Phillies,708,10556
2004,0.312,Cesar Izturis,Dodgers,728,656
2003,0.259,Cesar Izturis,Dodgers,593,656
2010,0.249,Cesar Izturis,Orioles,513,656
1970,0.354,Cesar Tovar,Twins,726,1013142
1969,0.343,Cesar Tovar,Twins,591,1013142
1974,0.340,Cesar Tovar,Rangers,629,1013142
1971,0.330,Cesar Tovar,Twins,718,1013142
1968,0.320,Cesar Tovar,Twins,673,1013142
1967,0.314,Cesar Tovar,Twins,726,1013142
1972,0.304,Cesar Tovar,Twins,607,1013142
1966,0.297,Cesar Tovar,Twins,527,1013142
1999,0.321,Chad Allen,Twins,523,122
1995,0.346,Chad Curtis,Tigers,670,1002898
1993,0.333,Chad Curtis,Angels,671,1002898
1992,0.327,Chad Curtis,Angels,507,1002898
1998,0.324,Chad Curtis,Yankees,545,1002898
1996,0.323,Chad Curtis,- - -,587,1002898
1994,0.315,Chad Curtis,Angels,506,1002898
2005,0.385,Chad Tracy,Diamondbacks,553,1888
2006,0.341,Chad Tracy,Diamondbacks,662,1888
2004,0.327,Chad Tracy,Diamondbacks,532,1888
1908,0.243,Chappy Charles,Cardinals,494,1002157
1998,0.296,Charles Johnson,- - -,506,523
1904,0.244,Charles Moran,- - -,578,1009146
1891,0.320,Charley Bassett,Giants,564,1000643
1889,0.301,Charley Bassett,Hoosiers,517,1000643
1890,0.300,Charley Bassett,Giants,446,1000643
1888,0.290,Charley Bassett,Hoosiers,519,1000643
1887,0.273,Charley Bassett,Hoosiers,482,1000643
1879,0.390,Charley Jones,Red Caps,384,1006535
1884,0.384,Charley Jones,Red Stockings,519,1006535
1885,0.379,Charley Jones,Red Stockings,517,1006535
1877,0.373,Charley Jones,- - -,255,1006535
1886,0.355,Charley Jones,Red Stockings,567,1006535
1883,0.353,Charley Jones,Red Stockings,411,1006535
1878,0.348,Charley Jones,Reds,265,1006535
1887,0.346,Charley Jones,- - -,440,1006535
1880,0.341,Charley Jones,Red Caps,291,1006535
1876,0.330,Charley Jones,Reds,283,1006535
1907,0.291,Charley O'Leary,Tigers,519,1009765
1906,0.258,Charley O'Leary,Tigers,489,1009765
1905,0.247,Charley O'Leary,Tigers,573,1009765
1883,0.301,Charley Radbourn,Grays,395,1010631
1884,0.259,Charley Radbourn,Grays,387,1010631
1882,0.253,Charley Radbourn,Grays,338,1010631
1881,0.234,Charley Radbourn,Grays,280,1010631
1965,0.293,Charley Smith,Mets,531,1012112
1894,0.395,Charlie Abbey,Senators,588,1000007
1895,0.345,Charlie Abbey,Senators,566,1000007
1903,0.330,Charlie Babb,Giants,502,1000393
1904,0.322,Charlie Babb,Superbas,595,1000393
1886,0.285,Charlie Bastian,Quakers,406,1000649
1885,0.235,Charlie Bastian,Quakers,424,1000649
1885,0.373,Charlie Bennett,Wolverines,396,1000836
1881,0.370,Charlie Bennett,Wolverines,317,1000836
1883,0.367,Charlie Bennett,Wolverines,397,1000836
1882,0.355,Charlie Bennett,Wolverines,362,1000836
1884,0.329,Charlie Bennett,Wolverines,377,1000836
1878,0.280,Charlie Bennett,Grays,194,1000836
2017,0.414,Charlie Blackmon,Rockies,725,7859
2016,0.394,Charlie Blackmon,Rockies,641,7859
2018,0.368,Charlie Blackmon,Rockies,696,7859
2015,0.345,Charlie Blackmon,Rockies,682,7859
2014,0.339,Charlie Blackmon,Rockies,648,7859
1884,0.296,Charlie Buffinton,Beaneaters,368,1001634
1883,0.245,Charlie Buffinton,Beaneaters,347,1001634
1903,0.314,Charlie Carr,Tigers,573,1001985
1904,0.249,Charlie Carr,- - -,521,1001985
1887,0.371,Charlie Comiskey,Browns,572,1002484
1889,0.327,Charlie Comiskey,Browns,609,1002484
1883,0.318,Charlie Comiskey,Browns,412,1002484
1891,0.306,Charlie Comiskey,Browns,620,1002484
1888,0.305,Charlie Comiskey,Browns,592,1002484
1885,0.303,Charlie Comiskey,Browns,358,1002484
1886,0.277,Charlie Comiskey,Browns,588,1002484
1892,0.277,Charlie Comiskey,Reds,587,1002484
1884,0.258,Charlie Comiskey,Browns,470,1002484
1882,0.254,Charlie Comiskey,Brown Stockings,333,1002484
1919,0.332,Charlie Deal,Cubs,443,1003100
1920,0.281,Charlie Deal,Cubs,512,1003100
1918,0.280,Charlie Deal,Cubs,459,1003100
1917,0.280,Charlie Deal,Cubs,497,1003100
1896,0.328,Charlie Dexter,Colonels,427,1003259
1903,0.300,Charlie Dexter,Beaneaters,536,1003259
1901,0.296,Charlie Dexter,Orphans,488,1003259
1902,0.293,Charlie Dexter,- - -,512,1003259
1884,0.273,Charlie Dougherty,Mountain City,87,1003428
1891,0.370,Charlie Duffee,Solons,597,1003526
1889,0.347,Charlie Duffee,Browns,572,1003526
1892,0.316,Charlie Duffee,Senators,530,1003526
1879,0.315,Charlie Eden,Blues,359,1003668
1885,0.295,Charlie Eden,Alleghenys,430,1003668
1937,0.448,Charlie Gehringer,Tigers,660,1004596
1936,0.445,Charlie Gehringer,Tigers,731,1004596
1934,0.442,Charlie Gehringer,Tigers,708,1004596
1939,0.437,Charlie Gehringer,Tigers,486,1004596
1938,0.420,Charlie Gehringer,Tigers,688,1004596
1929,0.419,Charlie Gehringer,Tigers,715,1004596
1935,0.415,Charlie Gehringer,Tigers,709,1004596
1930,0.414,Charlie Gehringer,Tigers,699,1004596
1940,0.406,Charlie Gehringer,Tigers,629,1004596
1933,0.398,Charlie Gehringer,Tigers,705,1004596
1928,0.391,Charlie Gehringer,Tigers,691,1004596
1932,0.388,Charlie Gehringer,Tigers,692,1004596
1927,0.383,Charlie Gehringer,Tigers,571,1004596
1926,0.334,Charlie Gehringer,Tigers,517,1004596
1941,0.330,Charlie Gehringer,Tigers,537,1004596
1930,0.360,Charlie Gelbert,Cardinals,573,1004607
1931,0.351,Charlie Gelbert,Cardinals,505,1004607
1932,0.324,Charlie Gelbert,Cardinals,503,1004607
1929,0.323,Charlie Gelbert,Cardinals,578,1004607
1871,0.308,Charlie Gould,Red Stockings,154,1004901
1872,0.283,Charlie Gould,Red Stockings,213,1004901
1876,0.258,Charlie Gould,Reds,264,1004901
1923,0.400,Charlie Grimm,Pirates,614,1005068
1931,0.392,Charlie Grimm,Cubs,596,1005068
1925,0.363,Charlie Grimm,Cubs,567,1005068
1929,0.362,Charlie Grimm,Cubs,516,1005068
1927,0.359,Charlie Grimm,Cubs,617,1005068
1932,0.352,Charlie Grimm,Cubs,616,1005068
1930,0.349,Charlie Grimm,Cubs,490,1005068
1926,0.348,Charlie Grimm,Cubs,602,1005068
1928,0.339,Charlie Grimm,Cubs,615,1005068
1922,0.338,Charlie Grimm,Pirates,649,1005068
1924,0.338,Charlie Grimm,Pirates,599,1005068
1921,0.330,Charlie Grimm,Pirates,611,1005068
1920,0.269,Charlie Grimm,Pirates,581,1005068
1890,0.357,Charlie Hamburg,Colonels,560,1005267
1914,0.368,Charlie Hanford,Buffeds,645,1005308
1875,0.293,Charlie Hautz,Red Stockings,83,1005506
1993,0.378,Charlie Hayes,Rockies,630,1005525
1994,0.341,Charlie Hayes,Rockies,463,1005525
1995,0.331,Charlie Hayes,Phillies,589,1005525
1992,0.317,Charlie Hayes,Yankees,549,1005525
1996,0.296,Charlie Hayes,- - -,569,1005525
1990,0.288,Charlie Hayes,Phillies,597,1005525
1902,0.375,Charlie Hemphill,- - -,565,1005624
1908,0.358,Charlie Hemphill,Highlanders,581,1005624
1906,0.350,Charlie Hemphill,Browns,646,1005624
1907,0.317,Charlie Hemphill,Browns,675,1005624
1901,0.308,Charlie Hemphill,Americans,595,1005624
1902,0.433,Charlie Hickman,- - -,564,1005773
1900,0.391,Charlie Hickman,Giants,511,1005773
1903,0.367,Charlie Hickman,Naps,552,1005773
1906,0.355,Charlie Hickman,Senators,477,1005773
1904,0.353,Charlie Hickman,- - -,520,1005773
1905,0.342,Charlie Hickman,- - -,615,1005773
1871,0.308,Charlie Hodes,White Stockings,137,1005880
1922,0.394,Charlie Hollocher,Cubs,692,1005964
1918,0.379,Charlie Hollocher,Cubs,586,1005964
1921,0.337,Charlie Hollocher,Cubs,629,1005964
1919,0.336,Charlie Hollocher,Cubs,502,1005964
1882,0.272,Charlie Householder,Orioles,311,1006053
1884,0.269,Charlie Householder,Browns/Stogies,322,1006054
1894,0.376,Charlie Irwin,Colts,570,1006278
1897,0.352,Charlie Irwin,Reds,571,1006278
1896,0.335,Charlie Irwin,Reds,516,1006278
1902,0.327,Charlie Irwin,Superbas,520,1006278
1898,0.297,Charlie Irwin,Reds,556,1006278
1901,0.275,Charlie Irwin,- - -,545,1006278
1923,0.408,Charlie Jamieson,Indians,742,1006355
1924,0.403,Charlie Jamieson,Indians,660,1006355
1922,0.380,Charlie Jamieson,Indians,641,1006355
1921,0.374,Charlie Jamieson,Indians,608,1006355
1927,0.370,Charlie Jamieson,Indians,572,1006355
1928,0.362,Charlie Jamieson,Indians,501,1006355
1925,0.360,Charlie Jamieson,Indians,643,1006355
1926,0.356,Charlie Jamieson,Indians,628,1006355
1918,0.274,Charlie Jamieson,Athletics,473,1006355
1907,0.316,Charlie Jones,Senators,478,1006537
1906,0.298,Charlie Jones,Senators,546,1006537
1905,0.255,Charlie Jones,Senators,588,1006537
1941,0.450,Charlie Keller,Yankees,610,1006768
1939,0.436,Charlie Keller,Yankees,490,1006768
1942,0.435,Charlie Keller,Yankees,661,1006768
1946,0.434,Charlie Keller,Yankees,655,1006768
1943,0.434,Charlie Keller,Yankees,620,1006768
1940,0.415,Charlie Keller,Yankees,609,1006768
1884,0.249,Charlie Levis,- - -,389,1007568
1875,0.162,Charlie Mason,- - -,80,1008215
1956,0.417,Charlie Maxwell,Tigers,592,1008287
1957,0.378,Charlie Maxwell,Tigers,580,1008287
1959,0.363,Charlie Maxwell,Tigers,611,1008287
1960,0.338,Charlie Maxwell,Tigers,549,1008287
1871,0.253,Charlie Mills,Mutuals,147,1008954
1983,0.327,Charlie Moore,Brewers,605,1009099
1959,0.353,Charlie Neal,Dodgers,685,1009473
1957,0.346,Charlie Neal,Dodgers,514,1009473
1958,0.344,Charlie Neal,Dodgers,549,1009473
1962,0.322,Charlie Neal,Mets,579,1009473
1960,0.308,Charlie Neal,Dodgers,547,1009473
1873,0.370,Charlie Pabor,Atlantics,234,1009931
1871,0.299,Charlie Pabor,Forest Citys,143,1009931
1875,0.255,Charlie Pabor,- - -,177,1009931
1872,0.196,Charlie Pabor,Forest Citys,92,1009931
1890,0.322,Charlie Reilly,Solons,571,1010800
1893,0.319,Charlie Reilly,Phillies,458,1010800
1891,0.277,Charlie Reilly,Pirates,448,1010800
1974,0.342,Charlie Spikes,Indians,612,1012341
1973,0.322,Charlie Spikes,Indians,561,1012341
1876,0.211,Charlie Sweasy,Reds,227,1012769
1878,0.187,Charlie Sweasy,Grays,219,1012769
1875,0.185,Charlie Sweasy,Red Stockings,79,1012769
1884,0.345,Charlie Sweeney,- - -,360,1012774
1882,0.177,Charlie Waitt,Orioles,263,1013495
2012,0.378,Chase Headley,Padres,699,4720
2013,0.330,Chase Headley,Padres,600,4720
2017,0.329,Chase Headley,Yankees,586,4720
2009,0.326,Chase Headley,Padres,612,4720
2014,0.316,Chase Headley,- - -,531,4720
2010,0.313,Chase Headley,Padres,674,4720
2016,0.311,Chase Headley,Yankees,529,4720
2015,0.307,Chase Headley,Yankees,642,4720
2007,0.419,Chase Utley,Phillies,613,1679
2009,0.394,Chase Utley,Phillies,687,1679
2008,0.389,Chase Utley,Phillies,707,1679
2005,0.388,Chase Utley,Phillies,628,1679
2006,0.388,Chase Utley,Phillies,739,1679
2010,0.370,Chase Utley,Phillies,511,1679
2013,0.356,Chase Utley,Phillies,531,1679
2014,0.325,Chase Utley,Phillies,664,1679
2016,0.312,Chase Utley,Dodgers,565,1679
1873,0.270,Cherokee Fisher,Athletics,257,1004078
1871,0.251,Cherokee Fisher,Forest Citys,126,1004078
1872,0.249,Cherokee Fisher,Canaries,227,1004078
1874,0.225,Cherokee Fisher,Dark Blues,243,1004078
2016,0.316,Cheslor Cuthbert,Royals,510,10473
1914,0.346,Chet Chadbourne,Packers,664,1002110
1915,0.296,Chet Chadbourne,Packers,676,1002110
1942,0.411,Chet Laabs,Browns,614,1007229
1943,0.358,Chet Laabs,Browns,665,1007229
1981,0.395,Chet Lemon,White Sox,383,1007518
1979,0.392,Chet Lemon,White Sox,632,1007518
1987,0.374,Chet Lemon,Tigers,553,1007518
1980,0.373,Chet Lemon,White Sox,604,1007518
1984,0.373,Chet Lemon,Tigers,574,1007518
1982,0.367,Chet Lemon,Tigers,512,1007518
1983,0.363,Chet Lemon,Tigers,573,1007518
1977,0.354,Chet Lemon,White Sox,627,1007518
1988,0.348,Chet Lemon,Tigers,582,1007518
1985,0.342,Chet Lemon,Tigers,575,1007518
1940,0.368,Chet Ross,Bees,632,1011225
1933,0.341,Chick Fullis,Phillies,697,1004399
1882,0.295,Chick Fulmer,Red Stockings,334,1004400
1873,0.294,Chick Fulmer,Whites,238,1004400
1876,0.289,Chick Fulmer,Grays,268,1004400
1883,0.286,Chick Fulmer,Red Stockings,374,1004400
1879,0.278,Chick Fulmer,Bisons,311,1004400
1874,0.275,Chick Fulmer,Whites,260,1004400
1875,0.215,Chick Fulmer,Whites,295,1004400
1922,0.370,Chick Galloway,Athletics,629,1004463
1923,0.324,Chick Galloway,Athletics,556,1004463
1921,0.313,Chick Galloway,Athletics,508,1004463
1924,0.307,Chick Galloway,Athletics,505,1004463
1925,0.302,Chick Galloway,Athletics,564,1004463
1912,0.369,Chick Gandil,Senators,492,1004476
1913,0.365,Chick Gandil,Senators,603,1004476
1915,0.358,Chick Gandil,Senators,541,1004476
1919,0.336,Chick Gandil,White Sox,480,1004476
1914,0.331,Chick Gandil,Senators,615,1004476
1918,0.319,Chick Gandil,White Sox,480,1004476
1916,0.317,Chick Gandil,Indians,601,1004476
1917,0.308,Chick Gandil,White Sox,601,1004476
1930,0.451,Chick Hafey,Cardinals,515,1005191
1929,0.447,Chick Hafey,Cardinals,572,1005191
1928,0.440,Chick Hafey,Cardinals,584,1005191
1931,0.437,Chick Hafey,Cardinals,494,1005191
1934,0.377,Chick Hafey,Reds,596,1005191
1933,0.357,Chick Hafey,Reds,612,1005191
1899,0.435,Chick Stahl,Beaneaters,661,1012381
1897,0.421,Chick Stahl,Beaneaters,515,1012381
1901,0.383,Chick Stahl,Americans,596,1012381
1902,0.380,Chick Stahl,Americans,563,1012381
1898,0.379,Chick Stahl,Beaneaters,529,1012381
1904,0.373,Chick Stahl,Americans,681,1012381
1900,0.355,Chick Stahl,Beaneaters,597,1012381
1906,0.349,Chick Stahl,Americans,667,1012381
1905,0.315,Chick Stahl,Americans,568,1012381
1950,0.346,Chico Carrasquel,White Sox,603,1001984
1954,0.336,Chico Carrasquel,White Sox,718,1001984
1953,0.318,Chico Carrasquel,White Sox,604,1001984
1955,0.316,Chico Carrasquel,White Sox,598,1001984
1951,0.310,Chico Carrasquel,White Sox,595,1001984
1956,0.300,Chico Carrasquel,Indians,544,1001984
1962,0.317,Chico Fernandez,Tigers,560,1003994
1957,0.284,Chico Fernandez,Phillies,543,1003994
1960,0.280,Chico Fernandez,Tigers,497,1003994
1958,0.268,Chico Fernandez,Phillies,578,1003994
1885,0.344,Chief Roseman,Metropolitans,445,1011207
1884,0.343,Chief Roseman,Metropolitans,463,1011207
1886,0.280,Chief Roseman,Metropolitans,591,1011207
1883,0.266,Chief Roseman,Metropolitans,409,1011207
1882,0.262,Chief Roseman,Trojans,334,1011207
1912,0.395,Chief Wilson,Pirates,643,1014066
1911,0.388,Chief Wilson,Pirates,603,1014066
1914,0.332,Chief Wilson,Cardinals,626,1014066
1910,0.332,Chief Wilson,Pirates,579,1014066
1913,0.331,Chief Wilson,Pirates,627,1014066
1909,0.330,Chief Wilson,Pirates,614,1014066
1908,0.267,Chief Wilson,Pirates,572,1014066
1891,0.318,Chief Zimmer,Spiders,477,1014441
1890,0.298,Chief Zimmer,Spiders,501,1014441
1994,0.410,Chili Davis,Angels,468,1003041
1995,0.407,Chili Davis,Angels,522,1003041
1991,0.391,Chili Davis,Twins,634,1003041
1984,0.385,Chili Davis,Giants,546,1003041
1997,0.382,Chili Davis,Royals,567,1003041
1996,0.380,Chili Davis,Angels,623,1003041
1992,0.367,Chili Davis,Twins,529,1003041
1999,0.355,Chili Davis,Yankees,554,1003041
1986,0.344,Chili Davis,Giants,618,1003041
1989,0.343,Chili Davis,Angels,630,1003041
1987,0.336,Chili Davis,Giants,578,1003041
1993,0.335,Chili Davis,Angels,645,1003041
1985,0.333,Chili Davis,Giants,551,1003041
1988,0.330,Chili Davis,Angels,667,1003041
1982,0.319,Chili Davis,Giants,701,1003041
1983,0.294,Chili Davis,Giants,554,1003041
1999,0.447,Chipper Jones,Braves,701,97
2008,0.445,Chipper Jones,Braves,534,97
2007,0.434,Chipper Jones,Braves,600,97
2001,0.427,Chipper Jones,Braves,677,97
2002,0.412,Chipper Jones,Braves,662,97
1998,0.410,Chipper Jones,Braves,707,97
2000,0.409,Chipper Jones,Braves,686,97
1996,0.399,Chipper Jones,Braves,693,97
2003,0.391,Chipper Jones,Braves,656,97
1997,0.368,Chipper Jones,Braves,679,97
2004,0.360,Chipper Jones,Braves,567,97
2009,0.355,Chipper Jones,Braves,596,97
1995,0.354,Chipper Jones,Braves,602,97
2011,0.348,Chipper Jones,Braves,512,97
1887,0.324,Chippy McGarr,Athletics,561,1008502
1894,0.315,Chippy McGarr,Spiders,554,1008502
1895,0.313,Chippy McGarr,Spiders,468,1008502
1896,0.301,Chippy McGarr,Spiders,486,1008502
1890,0.289,Chippy McGarr,Beaneaters,525,1008502
2007,0.365,Chone Figgins,Angels,503,1580
2009,0.357,Chone Figgins,Angels,729,1580
2004,0.337,Chone Figgins,Angels,638,1580
2005,0.331,Chone Figgins,Angels,720,1580
2008,0.316,Chone Figgins,Angels,520,1580
2006,0.315,Chone Figgins,Angels,683,1580
